rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
1550,10027323,K01596.02,Kepler-309 c,CONFIRMED,Active,2017-05-10,CANDIDATE,0.7380,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,105.358229900,5.2500000e-04,-5.2500000e-04,138.6806900,3.270000e-03,-3.270000e-03,2454971.681,3.270000e-03,-3.270000e-03,0,,,,,,0.7500,0.1960,-0.5110,3.81000,0.13700,-0.13700,,,,1.2102e+03,5.610e+01,-5.610e+01,0.034493,8.410000e-03,-3.001000e-03,5.81276,11.97122,-5.12285,LS+MCMC,1.87,1.300e-01,-1.700e-01,0.3510,,,89.71,,,204.0,,,0.41,0.09,-0.10,150.500000,62.000000,-62.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4011,0.2767,q1_q17_dr25_koi,7.1564820,16.5116940,22.60,2,11,2,q1_q17_dr25_tce,11111101110111011000000000000000,0.89670,Mandel and Agol (2002 ApJ 580 171),,,010/010027/010027323/dv/kplr010027323-20160209194854_dvr.pdf,010/010027/010027323/dv/kplr010027323-002-20160209194854_dvs.pdf,3883.00,69.00,-93.00,4.762,0.040,-0.036,-0.2800,0.1500,-0.1500,0.4960,0.0360,-0.0440,0.5180,0.0290,-0.0440,,,,q1_q17_dr25_stellar,297.509860,46.961262,15.157,16.087,15.052,14.758,14.572,13.504,12.931,12.852,0.054,19.834026000,0.000014000,46.96126000,0.00017000,1.32000,0.53000,0.01000,0.60000,-1.200000e-03,6.90000e-04,2.900000e-04,8.00000e-04,0.0100,0.2200,0.5600,0.4100,0.5600,0.4100,0.1900,0.2400,0.9300,0.3800,0.9500,0.3800
4115,11284772,K04622.01,Kepler-441 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9750,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,207.247850000,2.6270000e-03,-2.6270000e-03,213.0345800,9.700000e-03,-9.700000e-03,2455046.035,9.700000e-03,-9.700000e-03,0,,,,,,0.2100,0.2410,-0.2100,6.15900,0.34800,-0.34800,,,,8.0920e+02,6.470e+01,-6.470e+01,0.025839,1.043000e-03,-1.679000e-03,7.57232,1.08997,-3.20397,LS+MCMC,1.56,9.000e-02,-6.000e-02,0.5697,,,89.95,,,189.0,,,0.30,0.06,-0.05,258.100000,37.200000,-37.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5738,q1_q17_dr25_koi,4.5226235,9.7089540,13.20,2,6,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.86500,Mandel and Agol (2002 ApJ 580 171),,,011/011284/011284772/dv/kplr011284772-20160209194854_dvr.pdf,011/011284/011284772/dv/kplr011284772-001-20160209194854_dvs.pdf,4339.00,78.00,-87.00,4.711,0.020,-0.032,-0.5800,0.1500,-0.1500,0.5530,0.0310,-0.0220,0.5730,0.0260,-0.0260,,,,q1_q17_dr25_stellar,284.566890,49.012550,15.142,16.372,15.108,14.614,14.297,13.040,12.403,12.288,0.414,18.971102000,0.000033000,49.01273000,0.00033000,-0.90000,1.20000,0.60000,1.20000,1.000000e-03,1.00000e-03,-1.000000e-04,1.00000e-03,-0.7200,0.3500,0.2300,0.5300,0.7500,0.3700,-0.5600,0.3700,0.8200,0.5400,0.9900,0.4900
2329,10917043,K02770.01,,CANDIDATE,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,205.385912000,2.0470000e-03,-2.0470000e-03,284.1882400,6.740000e-03,-6.740000e-03,2455117.188,6.740000e-03,-6.740000e-03,0,,,,,,0.0080,0.4200,-0.0080,8.68100,0.21500,-0.21500,,,,1.2487e+03,5.990e+01,-5.990e+01,0.030926,1.642000e-03,-7.790000e-04,2.90062,0.10617,-1.03479,LS+MCMC,2.11,1.800e-01,-1.700e-01,0.5898,,,90.00,,,200.0,,,0.38,0.13,-0.11,186.320000,6.800000,-6.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.0775,0.6660,q1_q17_dr25_koi,9.0747500,19.1613080,24.30,1,7,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.35170,Mandel and Agol (2002 ApJ 580 171),,,010/010917/010917043/dv/kplr010917043-20160209194854_dvr.pdf,010/010917/010917043/dv/kplr010917043-001-20160209194854_dvs.pdf,4400.00,157.00,-157.00,4.659,0.035,-0.039,-0.2000,0.3000,-0.3000,0.6240,0.0550,-0.0500,0.6460,0.0620,-0.0620,,,,q1_q17_dr25_stellar,290.253850,48.360821,15.558,16.612,15.521,15.107,14.882,13.766,13.175,13.052,0.001,19.350209000,0.000018000,48.36062000,0.00012000,-1.70000,0.65000,-0.71000,0.42000,-1.160000e-03,8.20000e-04,8.600000e-04,5.90000e-04,2.7000,2.1000,0.2600,0.3200,2.7000,2.1000,-0.3200,0.1900,0.0000,0.2200,0.3200,0.1900
3795,8120608,K00571.05,Kepler-186 f,CONFIRMED,Active,2017-05-10,CANDIDATE,0.6770,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,129.945392000,1.5560000e-03,-1.5560000e-03,176.8228500,8.820000e-03,-8.820000e-03,2455009.823,8.820000e-03,-8.820000e-03,0,,,,,,0.9090,0.0400,-0.6950,5.78600,0.29300,-0.29300,,,,5.0010e+02,4.040e+01,-4.040e+01,0.024432,2.230000e-03,-4.203000e-03,0.59814,7.25969,-0.35691,LS+MCMC,1.18,1.100e-01,-1.400e-01,0.3855,,,89.36,,,177.0,,,0.23,0.07,-0.06,81.100000,39.400000,-39.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4418,0.2405,q1_q17_dr25_koi,4.4009790,7.6691337,13.10,5,8,5,q1_q17_dr25_tce,11111111111111111000000000000000,0.81830,Mandel and Agol (2002 ApJ 580 171),,,008/008120/008120608/dv/kplr008120608-20160209194854_dvr.pdf,008/008120/008120608/dv/kplr008120608-005-20160209194854_dvs.pdf,3751.00,75.00,-84.00,4.800,0.065,-0.035,-0.3400,0.1500,-0.1500,0.4430,0.0400,-0.0530,0.4520,0.0380,-0.0500,,,,q1_q17_dr25_stellar,298.652710,43.955021,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,0.998,19.910187000,0.000030000,43.95498000,0.00034000,0.20000,1.20000,-0.10000,1.20000,-2.000000e-05,5.40000e-04,1.000000e-05,5.70000e-04,0.2200,0.3700,-0.0600,0.3800,0.2200,0.4300,0.3600,0.3400,-0.0900,0.3900,0.3700,0.3900
3273,8017703,K00518.03,Kepler-174 d,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,247.354914000,1.3910000e-03,-1.3910000e-03,364.1583200,3.340000e-03,-3.340000e-03,2455197.158,3.340000e-03,-3.340000e-03,0,,,,,,0.0440,0.4640,-0.0440,8.67700,0.15700,-0.15700,,,,1.2918e+03,2.690e+01,-2.690e+01,0.032169,1.310000e-03,-6.610000e-04,3.50263,0.17656,-1.30153,LS+MCMC,2.29,1.000e-01,-1.300e-01,0.6639,,,89.99,,,212.0,,,0.48,0.09,-0.09,224.600000,11.300000,-11.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1392,0.5856,q1_q17_dr25_koi,20.5867940,41.9881500,49.00,3,5,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.93400,Mandel and Agol (2002 ApJ 580 171),,,008/008017/008017703/dv/kplr008017703-20160209194854_dvr.pdf,008/008017/008017703/dv/kplr008017703-002-20160209194854_dvs.pdf,4859.00,97.00,-97.00,4.615,0.049,-0.021,-0.5200,0.1500,-0.1500,0.6510,0.0290,-0.0360,0.6360,0.0460,-0.0200,,,,q1_q17_dr25_stellar,287.439180,43.832088,14.287,15.001,14.237,13.981,13.837,12.791,12.293,12.184,0.198,19.162609500,0.000007000,43.83209000,0.00008400,-0.12000,0.27000,0.00000,0.30000,-4.100000e-04,3.60000e-04,-1.400000e-04,4.10000e-04,0.0100,0.1700,0.0700,0.1800,0.0700,0.1800,-0.5200,0.1600,-0.1100,0.1700,0.5300,0.1700
3829,8459663,K04356.01,Kepler-1593 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9760,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,174.510276000,2.1480000e-03,-2.1480000e-03,201.4705600,9.660000e-03,-9.660000e-03,2455034.471,9.660000e-03,-9.660000e-03,0,,,,,,0.0240,0.4130,-0.0240,6.68900,0.34500,-0.34500,,,,1.5300e+03,1.150e+02,-1.150e+02,0.035188,2.009000e-03,-1.397000e-03,5.45009,0.46093,-2.23268,LS+MCMC,1.74,1.400e-01,-2.000e-01,0.4836,,,89.99,,,186.0,,,0.28,0.09,-0.09,206.300000,17.400000,-17.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.4016,0.2206,q1_q17_dr25_koi,5.3585615,10.9747140,14.80,1,7,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.39380,Mandel and Agol (2002 ApJ 580 171),,,008/008459/008459663/dv/kplr008459663-20160209194854_dvr.pdf,008/008459/008459663/dv/kplr008459663-001-20160209194854_dvs.pdf,4367.00,124.00,-155.00,4.822,0.060,-0.054,-1.4600,0.3000,-0.3000,0.4520,0.0380,-0.0520,0.4960,0.0250,-0.0500,,,,q1_q17_dr25_stellar,300.488160,44.460670,15.873,16.842,15.808,15.458,15.222,14.188,13.675,13.452,0.040,20.032581000,0.000024000,44.46080000,0.00023000,1.40000,0.92000,0.45000,0.84000,-2.300000e-03,1.60000e-03,-9.000000e-04,1.50000e-03,0.9800,0.5800,0.1400,0.1800,0.9900,0.5800,0.2400,0.4200,0.2700,0.2700,0.3600,0.3400
631,10002261,K00959.01,,CANDIDATE,Active,2017-05-10,CANDIDATE,0.7290,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,12.713794177,2.6000000e-07,-2.6000000e-07,175.0725677,1.500000e-05,-1.500000e-05,2455008.073,1.500000e-05,-1.500000e-05,0,,,,,,0.4850,0.0810,-0.0720,2.44093,0.00378,-0.00378,,,,3.6719e+04,1.200e+01,-1.200e+01,0.182308,1.854000e-03,-1.541000e-03,9.24825,1.36507,-1.52373,LS+MCMC,2.31,0.000e+00,0.000e+00,0.0485,,,89.35,,,181.0,,,0.26,0.00,0.00,42.910000,6.300000,-6.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3660,0.3573,q1_q17_dr25_koi,948.6065000,6326.1567000,2981.30,1,107,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.77290,Mandel and Agol (2002 ApJ 580 171),,,010/010002/010002261/dv/kplr010002261-20160209194854_dvr.pdf,010/010002/010002261/dv/kplr010002261-001-20160209194854_dvs.pdf,2661.00,0.00,0.00,5.283,0.000,0.000,0.0000,0.0000,0.0000,0.1160,0.0000,0.0000,0.0940,0.0000,0.0000,,,,q1_q17_dr25_stellar,287.559720,46.957085,13.102,14.028,13.062,12.706,,9.570,8.972,8.695,0.000,19.170595716,0.000000038,46.95590101,0.00000038,-1.93440,0.00140,-4.26240,0.00140,4.260000e-03,7.90000e-04,-1.700000e-03,1.20000e-03,-0.2080,0.0670,0.0970,0.0670,0.2300,0.0670,-1.9840,0.0900,-4.2500,0.1400,4.6900,0.1500
5831,11497958,K01422.05,Kepler-296 e,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9840,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,34.142050600,2.2890000e-04,-2.2890000e-04,136.0362400,5.590000e-03,-5.590000e-03,2454969.036,5.590000e-03,-5.590000e-03,0,,,,,,0.1050,0.3340,-0.1050,2.94500,0.17900,-0.17900,,,,7.8800e+02,6.310e+01,-6.310e+01,0.025353,1.347000e-03,-1.283000e-03,11.96206,0.72233,-5.78164,LS+MCMC,1.06,1.300e-01,-1.600e-01,0.1510,,,89.93,,,248.0,,,0.89,0.33,-0.30,90.330000,5.500000,-5.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3775,0.3402,q1_q17_dr25_koi,4.2406040,10.5416920,13.30,5,31,4,q1_q17_dr25_tce,11111110111011101000000000000000,0.09570,Mandel and Agol (2002 ApJ 580 171),,,011/011497/011497958/dv/kplr011497958-20160209194854_dvr.pdf,011/011497/011497958/dv/kplr011497958-004-20160209194854_dvs.pdf,3526.00,71.00,-78.00,4.866,0.066,-0.044,-0.0800,0.1500,-0.1500,0.3830,0.0480,-0.0580,0.3940,0.0550,-0.0670,,,,q1_q17_dr25_stellar,286.540010,49.437328,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,0.533,19.102647000,0.000028000,49.43733000,0.00024000,-0.72000,0.99000,-0.01000,0.86000,6.800000e-04,8.70000e-04,-1.000000e-04,7.80000e-04,0.0000,4.5000,-0.8000,5.1000,0.8000,5.1000,-0.1000,4.5000,-0.9000,5.1000,0.9000,5.1000
7934,9821428,K07235.01,,CANDIDATE,Active,2015-09-18,CANDIDATE,,0,0,0,0,q1_q17_dr24_koi,TOO_FEW_QUARTERS,299.706880000,3.5130000e-02,-3.5130000e-02,360.3939000,4.940000e-02,-4.940000e-02,2455193.394,4.940000e-02,-4.940000e-02,0,,,,,,0.1196,0.3187,-0.1196,15.39000,2.70000,-2.70000,,,,2.3070e+02,3.430e+01,-3.430e+01,0.013829,1.088000e-03,-1.231000e-03,0.70710,2.08171,-0.36197,MCMC,1.15,3.800e-01,-8.000e-02,0.8252,,,89.95,,,237.0,,,0.75,0.75,-0.16,149.700000,73.500000,-73.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2747,0.3829,q1_q17_dr24_koi,7.1863000,9.7429450,8.60,1,5,1,q1_q17_dr24_tce,11111111111111111000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,009/009821/009821428/dv/kplr009821428-20141002224145_dvr.pdf,009/009821/009821428/dv/kplr009821428-001-20141002224145_dvs.pdf,5606.00,166.00,-141.00,4.597,0.029,-0.029,-0.4000,0.3400,-0.2800,0.7600,0.2540,-0.0530,0.8320,0.0980,-0.0830,,,,stellar_q1_q17,287.026150,46.686291,14.713,15.226,14.661,14.493,14.414,13.503,13.072,13.017,0.032,19.135119000,0.000043000,46.68670000,0.00037000,1.60000,1.60000,1.50000,1.30000,-3.400000e-04,3.60000e-04,-3.400000e-04,3.00000e-04,-1.1300,0.2600,0.8000,1.1000,1.3800,0.6900,-1.1300,0.2300,0.8000,1.0000,1.3700,0.8200
2257,11768142,K02626.01,,CANDIDATE,Active,2017-05-10,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,38.097071700,3.0790000e-04,-3.0790000e-04,140.0035300,6.590000e-03,-6.590000e-03,2454973.004,6.590000e-03,-6.590000e-03,0,,,,,,0.9530,0.0190,-0.6880,4.30700,0.21000,-0.21000,,,,9.1330e+02,5.910e+01,-5.910e+01,0.036450,1.547000e-03,-9.758000e-03,0.27308,8.06046,-0.12542,LS+MCMC,1.58,2.000e-01,-2.100e-01,0.1667,,,88.02,,,242.0,,,0.81,0.30,-0.25,27.600000,13.600000,-13.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3660,0.3573,q1_q17_dr25_koi,4.2678237,14.5754800,17.00,1,38,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.97850,Mandel and Agol (2002 ApJ 580 171),,,011/011768/011768142/dv/kplr011768142-20160209194854_dvr.pdf,011/011768/011768142/dv/kplr011768142-001-20160209194854_dvs.pdf,3554.00,71.00,-80.00,4.867,0.055,-0.055,-0.0400,0.1500,-0.1500,0.3980,0.0490,-0.0540,0.4260,0.0470,-0.0760,,,,q1_q17_dr25_stellar,294.366090,49.915058,15.931,17.596,16.218,15.218,14.761,13.454,12.784,12.635,0.000,19.624478000,0.000028000,49.91442000,0.00026000,2.52000,0.99000,-2.32000,0.94000,-2.380000e-03,9.20000e-04,2.140000e-03,8.90000e-04,0.2400,0.4700,0.5700,0.3800,0.6200,0.4300,0.1400,0.4400,0.6400,0.3900,0.6600,0.4100
7731,4567118,K06425.01,,CANDIDATE,Active,2015-09-18,CANDIDATE,,0,0,0,0,q1_q17_dr24_koi,TOO_FEW_QUARTERS,521.108260000,4.2240000e-02,-4.2240000e-02,189.5977000,5.770000e-02,-5.770000e-02,2455022.598,5.770000e-02,-5.770000e-02,0,,,,,,0.3485,0.0982,-0.3485,18.36000,3.30000,-3.30000,,,,2.4470e+02,3.710e+01,-3.710e+01,0.014478,1.217000e-03,-1.166000e-03,0.61450,0.37203,-0.59373,MCMC,1.50,5.700e-01,-1.900e-01,1.2173,,,89.95,,,231.0,,,0.68,0.76,-0.22,206.600000,62.500000,-62.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2920,0.3420,q1_q17_dr24_koi,6.0035906,8.3128070,8.70,1,3,1,q1_q17_dr24_tce,11111011101110111000000000000000,,Mandel and Agol (2002 ApJ 580 171),,,004/004567/004567118/dv/kplr004567118-20141002224145_dvr.pdf,004/004567/004567118/dv/kplr004567118-001-20141002224145_dvs.pdf,5942.00,165.00,-161.00,4.432,0.093,-0.093,-0.4000,0.3000,-0.2600,0.9470,0.3610,-0.1190,0.8840,0.1270,-0.0780,,,,stellar_q1_q17,293.239290,39.691681,14.163,14.637,14.122,13.959,13.857,13.006,12.669,12.633,0.474,19.549256000,0.000045000,39.69160000,0.00045000,-1.20000,1.90000,-0.30000,1.60000,2.900000e-04,4.30000e-04,9.000000e-05,3.80000e-04,0.2500,0.3600,-2.6300,0.4000,2.6500,0.4000,0.3300,0.3600,-2.6500,0.4000,2.6700,0.4000
9160,8311864,K07016.01,Kepler-452 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.7710,0,0,0,0,q1_q17_dr25_koi,CENT_FEW_DIFFS,384.847556000,7.1050000e-03,-7.1050000e-03,314.9700000,1.520000e-02,-1.520000e-02,2455147.970,1.520000e-02,-1.520000e-02,0,,,,,,0.0590,0.3870,-0.0590,9.96900,0.44100,-0.44100,,,,1.8990e+02,1.760e+01,-1.760e+01,0.012491,7.370000e-04,-6.890000e-04,3.38283,1.69325,-1.18690,LS+MCMC,1.09,2.000e-01,-1.000e-01,0.9940,,,89.99,,,220.0,,,0.56,0.32,-0.15,298.100000,74.600000,-74.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2434,0.4341,q1_q17_dr25_koi,4.0634294,7.6023917,12.30,1,4,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.44090,Mandel and Agol (2002 ApJ 580 171),,,008/008311/008311864/dv/kplr008311864-20160209194854_dvr.pdf,008/008311/008311864/dv/kplr008311864-001-20160209194854_dvs.pdf,5579.00,150.00,-150.00,4.580,0.034,-0.127,-0.2200,0.3000,-0.3000,0.7980,0.1500,-0.0750,0.8920,0.0820,-0.1090,,,,q1_q17_dr25_stellar,296.003690,44.277561,13.426,13.921,13.367,13.214,13.153,12.263,11.919,11.852,0.004,19.733632000,0.000029000,44.27808000,0.00039000,2.00000,1.10000,1.90000,1.40000,-3.300000e-04,2.00000e-04,-2.900000e-04,2.50000e-04,-1.1400,0.2900,1.2500,0.6600,1.6900,0.6500,-1.0000,0.2100,1.3600,0.5200,1.6900,0.5300
8594,9674320,K07223.01,,CANDIDATE,Active,2017-05-10,CANDIDATE,0.9470,0,0,0,0,q1_q17_dr25_koi,CENT_FEW_DIFFS,317.062416000,2.4250000e-03,-2.4250000e-03,297.8371000,1.090000e-02,-1.090000e-02,2455130.837,1.090000e-02,-1.090000e-02,0,,,,,,0.6730,0.2690,-0.4450,7.43800,0.65000,-0.65000,,,,4.4290e+02,4.380e+01,-4.380e+01,0.020361,6.199000e-03,-1.366000e-03,2.93522,0.18142,-1.25413,LS+MCMC,1.59,2.700e-01,-1.200e-01,0.8404,,,89.85,,,218.0,,,0.54,0.29,-0.13,249.900000,15.400000,-15.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2337,0.4535,q1_q17_dr25_koi,5.9911275,10.3247310,9.80,1,5,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.12650,Mandel and Agol (2002 ApJ 580 171),,,009/009674/009674320/dv/kplr009674320-20160209194854_dvr.pdf,009/009674/009674320/dv/kplr009674320-001-20160209194854_dvs.pdf,5366.00,160.00,-144.00,4.625,0.032,-0.104,-0.4000,0.3500,-0.3000,0.7150,0.1220,-0.0520,0.7930,0.0840,-0.0840,,,,q1_q17_dr25_stellar,300.345250,46.339882,14.634,15.235,14.578,14.376,14.243,13.284,12.865,12.790,0.065,20.023054000,0.000029000,46.34010000,0.00023000,1.40000,1.10000,0.79000,0.82000,-8.100000e-04,4.80000e-04,1.500000e-04,3.70000e-04,0.5700,0.9300,0.2700,0.2300,0.6300,0.9100,0.6400,0.8600,0.3800,0.2600,0.7400,0.8400
6241,9002278,K00701.04,Kepler-62 f,CONFIRMED,Active,2017-05-10,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_koi,INDIV_TRANS_RUBBLE_SKYE---CENT_KIC_POS,267.282521000,4.8100000e-03,-4.8100000e-03,589.7197500,9.160000e-03,-9.160000e-03,2455422.720,9.160000e-03,-9.160000e-03,0,,,,,,0.3780,0.0920,-0.3780,7.78800,0.37400,-0.37400,,,,4.7190e+02,2.690e+01,-2.690e+01,0.019731,7.000000e-04,-1.002000e-03,4.05503,1.50936,-1.12872,LS+MCMC,1.43,8.000e-02,-6.000e-02,0.7279,,,89.91,,,207.0,,,0.44,0.09,-0.07,248.300000,92.400000,-92.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1731,0.5396,q1_q17_dr25_koi,7.3668660,14.2876860,19.30,5,4,4,q1_q17_dr25_tce,11111111111111111000000000000000,0.22150,Mandel and Agol (2002 ApJ 580 171),,,009/009002/009002278/dv/kplr009002278-20160209194854_dvr.pdf,009/009002/009002278/dv/kplr009002278-004-20160209194854_dvs.pdf,4926.00,98.00,-98.00,4.653,0.017,-0.049,-0.3600,0.1500,-0.1500,0.6620,0.0410,-0.0270,0.7270,0.0290,-0.0590,,,,q1_q17_dr25_stellar,283.212740,45.349861,13.725,14.417,13.654,13.429,13.302,12.256,11.739,11.659,0.277,18.880837000,0.000020000,45.34959000,0.00020000,-0.50000,0.78000,-0.96000,0.70000,1.000000e-04,3.70000e-04,2.800000e-04,3.30000e-04,-0.8500,0.2400,-0.0600,0.1700,0.8500,0.2400,-1.2200,0.2100,-0.5000,0.1500,1.3200,0.2000
5835,6444896,K03138.01,Kepler-1649 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,8.689107640,3.3640000e-05,-3.3640000e-05,133.2355900,3.880000e-03,-3.880000e-03,2454966.236,3.880000e-03,-3.880000e-03,0,,,,,,0.0490,0.4170,-0.0490,1.16270,0.09510,-0.09510,,,,1.6790e+03,1.340e+02,-1.340e+02,0.038216,2.406000e-03,-1.287000e-03,52.00896,10.67301,-26.81203,LS+MCMC,0.49,0.000e+00,0.000e+00,0.0378,,,89.95,,,211.0,,,0.47,0.00,0.00,59.200000,12.200000,-12.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3660,0.3573,q1_q17_dr25_koi,3.7267683,11.9927750,9.60,2,91,1,q1_q17_dr25_tce,00000111100111111000000000000000,0.29310,Mandel and Agol (2002 ApJ 580 171),,,006/006444/006444896/dv/kplr006444896-20160209194854_dvr.pdf,006/006444/006444896/dv/kplr006444896-001-20160209194854_dvs.pdf,2703.00,0.00,0.00,5.274,0.000,0.000,0.0000,0.0000,0.0000,0.1180,0.0000,0.0000,0.0960,0.0000,0.0000,,,,q1_q17_dr25_stellar,292.503780,41.830421,17.131,18.164,17.110,16.687,,13.379,12.852,12.589,0.008,19.500232000,0.000020000,41.83046000,0.00022000,-0.83000,0.80000,0.13000,0.79000,-1.400000e-03,1.50000e-03,-1.900000e-03,1.60000e-03,0.3500,0.1600,-0.0300,0.1600,0.3500,0.1600,-1.5600,0.1500,-1.2100,0.2800,1.9700,0.2500
